info_latitude,info_longitude,info_count
10.6566,-61.5139008,1
28.4930878,-82.47229,1
43.0533447,-89.464592,1
40.0152875,-75.1985427,1
45.0736771,-92.8301239,1
42.2667046,-83.7180862,1
41.89291,-87.6165237,1
38.565464,-89.9619522,1
44.9345512,-93.3377762,1
41.2760887,-96.1356735,1
44.201274,-88.350761,1
36.3675141,-105.5775719,1
33.35054,-111.90673,1
43.0126343,-89.4366226,1
27.7715206,-82.7061005,1
43.0773735,-89.3815613,1
45.6383896,-89.4113083,1
39.0837517,-94.5773621,1
44.9605103,-93.3001328,1
43.0065193,-89.4918137,1
44.0660133,-123.0976944,1
44.8879776,-93.425827,1
47.5947075,-122.3873444,1
32.7549477,-117.1667938,1
44.3073959,-88.402832,1
40.0674782,-76.3714523,1
44.4722366,-88.0866928,1
28.0901185,-82.4053104,1
43.5783463,-116.1313553,1
44.5062103,-88.1125565,1
38.9923973,-77.1345062,1
38.9036098,-94.6772388,1
38.8785782,-77.167923,1
43.7945656,-91.2460269,1
43.0685501,-89.3911743,1
33.4979858,-82.0491333,1
39.7424378,-104.9535191,1
44.938232,-93.33068,1
44.974968,-93.2732544,1
39.9267431,-86.2600531,1
42.3635904,-71.0617691,1
44.4722366,-88.0866928,1
42.3291893,-71.1062546,1
44.9373245,-93.2073212,1
42.6868106,-89.0325084,1
38.9103584,-77.0548935,1
40.3288155,-74.5602341,1
32.8159218,-79.8782578,1
43.108127,-88.144561,1
33.7921333,-111.9326477,1
43.4708366,-111.9964066,1
25.782724,-80.14286,1
35.6713066,-97.5199203,1
50.8055,8.7775803,1
35.1737518,-106.5914459,1
43.052495,-88.009343,1
41.3032532,-72.9331131,1
43.1272012,-77.5911321,1
41.1476784,-81.5892258,1
30.5306156,-97.6890886,1
40.1821209,-79.9163277,1
41.6686554,-83.5420609,1
40.7641006,-111.83525,1
33.4889755,-111.9260294,1
43.076085,-89.4290999,1
36.704937,-95.9409714,1
45.1197014,-93.1555862,1
43.033226,-89.5354767,1
43.076085,-89.4290999,1
41.2638359,-96.0470505,1
44.4722366,-88.0866928,1
41.8947754,-87.6516876,1
44.6785164,-90.177948,1
39.1919098,-78.1854324,1
43.7945656,-91.2460269,1
44.2867737,-88.4078598,1
37.4347878,-122.174469,1
42.9584579,-85.6628418,1
40.6099243,-75.3935623,1
39.6823845,-104.9374847,1
40.7022209,-89.5913391,1
41.8514306,-87.94832,1
40.2655973,-76.6742244,1
37.6970139,-97.299469,1
53.5533409,9.9924698,1
39.2973299,-76.5974743,1
43.0185013,-85.5863037,1
41.5633507,-83.6541672,1
41.6687431,-87.8139038,1
42.9903679,-87.9516296,1
47.2380142,-122.4769211,1
42.4918952,-90.6728435,1
42.681697,-83.149903,1
41.1359329,-96.0407944,1
30.4309311,-97.7384109,1
,,1
